Supply_MBD,Geopolitical_Risk,USD_Index,Demand_MBD,Twitter_Buzz,Crude_Oil_Price
104.96714153011233,87.85993412086759,94.45619925771571,104.96899762745353,628.0042269134398,71.66150435632437
98.61735698828815,74.33609315766624,97.0085586104947,95.39181174265727,495.1970050137675,59.001490875476385
106.47688538100692,70.00455835853153,98.45071995855557,107.60971137731156,557.4636663142838,62.614344902465504
115.23029856408026,70.54592431472382,92.99389764057082,94.73539701582759,464.84117874370565,41.97034050662638
97.65846625276664,36.58962397075576,96.12046240905208,81.69500371857717,498.2505754751519,21.06264882942864
97.6586304305082,30.06559258218484,95.06296200390898,89.93530951266077,588.5400317817755,39.091296480860535
115.79212815507391,81.12675439237285,95.48838049274416,83.03366463179316,468.65164711061163,21.53946667242184
107.67434729152909,81.2012260732389,91.13495108072267,95.18789212766953,590.6224278998465,48.85282570003266
95.30525614065049,86.84015953943026,95.12255087129472,98.14734703351641,535.3875967727738,71.87704954496272
105.42560043585965,91.41081470309067,97.48999145622724,111.41149849820226,471.8766612052866,77.13570496810163
95.36582307187538,51.62289748723284,102.2557180389752,100.6154189901133,531.620386952776,57.85065600959862
95.34270246429743,50.65011317403276,99.79635413042604,96.24719576952909,548.6277224813365,48.42464072450181
102.41962271566034,80.03122271771073,105.76591228755778,104.63524464946791,531.0904981108598,60.11052867280319
80.86719755342202,65.34642914699874,91.16326218555976,80.31091752793692,421.48876400547715,50.96507894531407
82.75082167486967,70.49472084851263,99.36160318360339,99.88491646486852,463.64314120875656,77.8780755222343
94.37712470759027,79.783474274174,95.91671002869175,104.16692155109574,487.62406822242474,70.90621638436461
89.87168879665576,89.11052883993906,105.94901466608836,86.17131003376127,496.2783285449977,47.54422982730275
103.14247332595274,34.461520528302046,90.95850857322424,107.15003234565543,531.0336048775339,60.2531258485142
90.91975924478788,38.18271231135446,90.80139078909612,100.70797125995531,508.8850500466627,66.94761856540488
85.87696298664709,10.30421204424603,92.0030367727799,94.67769668879359,433.2327820644949,50.75981753404324
114.65648768921554,58.24973395862122,84.38052137845096,103.06225492885028,519.0098925502982,49.90014521751686
97.74223699513465,4.5582851058774665,92.3712248915962,116.16554286243516,530.5292872641911,64.74082996013925
100.67528204687923,47.09420379511356,91.20433669223151,99.45493004046796,527.989522396552,54.23546115143538
85.75251813786544,54.72181883605008,95.75196893238103,99.98576469040269,554.039036277731,68.8876835911031
94.55617275474818,29.367583960700156,96.70877987888579,94.32511280367805,541.6961077274452,46.910466486292144
101.10922589709867,59.492492796332066,104.38085419607943,91.20124504428166,522.9590039614218,38.39519712330038
88.49006422577698,4.019524743965894,99.75211919093024,104.64268653235396,496.4917144270677,51.919174750951726
103.75698018345672,4.6974706861722275,92.11548172168798,91.15132939272907,416.9519533242004,20.48587828304765
93.99361310081196,82.43745550530616,90.50792664325822,98.57252989775515,521.4809109566293,76.26024843701691
97.08306250206724,36.65887349971503,97.45959585753253,94.17874042587907,510.38438435815556,35.339103744925026
93.98293387770603,13.578990752536594,88.3988339648968,101.83183860597113,513.5789418597686,53.939234237244854
118.52278184508938,52.702082745425635,104.15729382927177,100.66929684229558,436.16257120898456,24.485652340095566
99.86502775262066,77.22936175676247,100.89720060360644,106.3003195540632,445.94717297958687,66.78157021808508
89.422890710441,22.366281722187473,92.65412173947648,93.91986880916203,552.6576426666452,47.55224877984977
108.22544912103189,62.66615710608102,86.43432735454562,95.84100051765303,498.02224230716723,55.203022370585785
87.79156350028978,9.449399034383031,101.76936187082707,90.16989027374154,534.0750348686312,34.19175791115716
102.08863595004756,6.116490395692162,94.42730077373692,94.4456539193911,501.41591880652305,24.35333630896852
80.40329876120225,53.60410852524665,101.1890815598673,101.01840394435882,501.48780697478725,77.25177390936882
86.71813951101569,54.52287703940055,87.02786170602816,104.05590893316281,546.9141902987999,88.40702374722107
101.96861235869123,64.10556024832245,92.00312488523113,90.622677406579,474.1977635891313,48.38530651932142
107.3846657999541,72.8830420385435,95.02621849859092,104.95684736084529,504.8060388470492,61.88480520762817
101.7136828118997,97.60935586679092,95.2349029688237,108.8451028704396,476.8862355647479,82.12624456992044
98.8435171761176,52.113734481818334,92.74967264260378,101.3074792257896,478.2751886283842,62.08942384682836
96.98896304410711,32.97269082118335,98.11424966173749,113.01436650046453,484.541393826568,69.01292685311688
85.21478009632573,79.72343328210167,89.66189785308703,91.80968640717141,511.10668858168566,78.30222818562049
92.80155791605291,27.81239287494535,94.28810257489353,88.04276237350867,476.06256891682614,38.302264556108746
95.39361229040213,44.458170649857976,95.60147815855949,83.77023800876577,562.787806278676,35.63376614371971
110.57122226218915,8.76718175288433,97.57219417029374,109.96835449191346,455.2696348890248,36.110476753480214
103.43618289568461,3.5097235981302934,98.55807439044445,103.23492525083246,490.65641779193203,37.23858052522668
82.36959844637266,96.30219305311458,89.37678954081065,97.55532263271635,478.01344708629125,95.10171021610186
103.24083969394795,83.76203193070837,87.32942914632189,100.23974901055857,572.3488942176866,76.33766795620197
96.14917719583684,69.9014464032761,101.38838410949255,88.99608762161299,509.8277388255787,42.897426616862965
93.23077999694041,41.48634149701272,96.66157005989795,117.56601583693461,551.5922269734317,88.94525971945589
106.11676288840867,18.156137687013732,91.25756731721724,99.03376945580182,425.7219813481514,36.060672289031984
110.30999522495951,16.487267224437517,102.75575987761262,98.87515835683914,513.352513293463,18.376788242148834
109.31280119116198,25.77404691829494,95.57837317146429,103.80613299118954,544.4815397811718,36.92910078537352
91.60782476777362,55.373439805905925,100.89648592031914,101.84807385389371,504.11419946377123,63.313866321036315
96.90787624148786,71.74499634730617,95.33759240705055,99.79107219423305,553.2740187532676,67.09757925405194
103.31263431403563,66.3595402950554,105.30373962440993,91.67620435643751,474.13557749498136,37.408476240414224
109.75545127122359,28.71345579764834,103.77670421221602,101.77174685708796,570.467372009279,27.693997697634412
95.2082576215471,95.53166278565621,93.75517925760464,113.05619597180026,614.9449061809626,98.46984274323971
98.14341023336183,74.05179475288108,99.85785475477178,108.76336036923982,481.85807197801705,81.53419344699611
88.93665025993971,55.88105119862867,98.22687974792574,110.74549301311518,477.7248739299614,88.34780539915815
88.0379337591933,61.560353877200875,101.84315778766174,93.91027458855052,572.6692238558851,59.678477701566884
108.12525822394198,42.5404061803512,90.17538269709948,90.08316143793135,578.9786072865356,30.364299037132135
113.56240028570824,25.525367960614588,98.43025729999219,96.99370463920282,473.8569986423366,21.041711940361214
